@relation cadences

@attribute VosCenterGravityfifth {True, False}
@attribute VosCenterGravityfirst {True, False}
@attribute VosCenterGravityfourth {True, False}
@attribute VosCenterGravitysecond {True, False}
@attribute VosCenterGravitythird {True, False}
@attribute VosHarmonyfifth numeric
@attribute VosHarmonyfirst numeric
@attribute VosHarmonyfirstsecond {-,=,+}
@attribute VosHarmonyfourth numeric
@attribute VosHarmonyfourthfifth {-,=,+}
@attribute VosHarmonysecond numeric
@attribute VosHarmonysecondthird {-,=,+}
@attribute VosHarmonythird numeric
@attribute VosHarmonythirdfourth {-,=,+}
@attribute ambitus numeric
@attribute containsleap {True, False}
@attribute contourfifth {-,=,+}
@attribute contourfirst {-,=,+}
@attribute contourfourth {-,=,+}
@attribute contourreversal {True, False}
@attribute contoursecond {-,=,+}
@attribute contourthird {-,=,+}
@attribute diatonicpitchfifth numeric
@attribute diatonicpitchfirst numeric
@attribute diatonicpitchfirstsecond {-,=,+}
@attribute diatonicpitchfourth numeric
@attribute diatonicpitchfourthfifth {-,=,+}
@attribute diatonicpitchsecond numeric
@attribute diatonicpitchsecondthird {-,=,+}
@attribute diatonicpitchthird numeric
@attribute diatonicpitchthirdfourth {-,=,+}
@attribute intervaldirfirstsecond {-,=,+}
@attribute intervaldirfourthfifth {-,=,+}
@attribute intervaldirsecondthird {-,=,+}
@attribute intervaldirthirdfourth {-,=,+}
@attribute intervalfifth numeric
@attribute intervalfirst numeric
@attribute intervalfourth numeric
@attribute intervalsecond numeric
@attribute intervalsizefirstsecond {-,=,+}
@attribute intervalsizefourthfifth {-,=,+}
@attribute intervalsizesecondthird {-,=,+}
@attribute intervalsizethirdfourth {-,=,+}
@attribute intervalthird numeric
@attribute isascending {True, False}
@attribute isdescending {True, False}
@attribute largetosmall {True, False}
@attribute midipitchfifth numeric
@attribute midipitchfirst numeric
@attribute midipitchfourth numeric
@attribute midipitchsecond numeric
@attribute midipitchthird numeric
@attribute registraldirectionchange {True, False}
@attribute scaledegreefifth numeric
@attribute scaledegreefirst numeric
@attribute scaledegreefourth numeric
@attribute scaledegreesecond numeric
@attribute scaledegreethird numeric
@attribute cadence_class {finalcadence, midcadence, nocadence}

@data
False,True,True,False,False,3,3,-,2,+,2,-,0,+,1,False,+,-,+,False,-,=,32,31,-,31,+,30,=,30,+,=,=,+,+,2,-2,1,-1,-,+,-,+,0,False,False,False,77,75,75,74,74,True,5,4,4,3,3,nocadence
False,False,False,False,True,0,2,-,3,-,0,+,2,+,1,False,=,-,+,False,=,+,32,30,=,32,=,30,+,31,+,+,-,+,=,0,-1,2,0,-,-,+,+,1,False,False,False,77,74,77,74,75,True,5,3,5,3,4,nocadence
False,False,False,True,False,6,0,+,0,+,2,+,3,-,2,False,-,=,=,False,+,+,29,30,+,32,-,31,+,32,=,+,-,=,-,-5,0,0,1,+,+,+,-,2,True,False,False,72,74,77,75,77,False,2,3,5,4,5,nocadence
False,True,False,False,False,3,2,+,6,-,3,-,0,+,1,False,+,+,-,False,+,=,30,31,+,29,+,32,=,32,-,=,+,-,-,2,1,-5,2,+,-,-,+,0,False,False,False,74,75,72,77,77,True,3,4,2,5,5,nocadence
True,False,False,False,False,5,3,-,3,+,0,+,6,-,3,True,-,+,+,False,=,-,28,32,=,30,-,32,-,29,+,-,-,-,+,-4,2,2,0,-,+,+,-,-5,False,False,False,70,77,74,77,72,True,1,5,3,5,2,nocadence
False,False,True,False,False,2,0,+,5,-,6,-,3,+,3,True,-,=,-,True,-,+,27,32,-,28,-,29,+,30,-,-,=,+,-,-1,0,-4,-5,+,-,-,+,2,False,False,False,69,77,70,72,74,True,7,5,1,2,3,nocadence
True,False,False,False,True,5,6,-,2,+,3,+,5,-,2,True,-,-,-,True,+,-,25,29,+,27,-,30,-,28,-,+,=,-,=,-4,-5,-1,2,-,+,+,-,-4,False,False,False,65,72,69,74,70,True,5,2,7,3,1,nocadence
True,False,True,True,False,6,3,+,5,+,5,-,2,+,3,True,+,+,-,False,-,-,28,30,-,25,+,28,-,27,-,-,+,=,=,5,2,-4,-4,+,+,-,+,-1,False,True,False,70,74,65,70,69,False,1,3,5,1,7,midcadence
False,True,True,False,True,3,5,-,6,-,2,+,5,+,3,True,+,-,+,False,-,-,29,28,-,28,+,27,-,25,+,=,=,=,+,2,-4,5,-1,-,-,+,+,-4,False,True,False,72,70,70,69,65,False,2,1,1,7,5,nocadence
False,False,False,True,True,3,2,+,3,=,5,+,6,-,3,True,+,-,+,True,-,+,30,27,-,29,+,25,+,28,+,=,=,+,=,2,-1,2,-4,+,=,+,-,5,False,False,False,74,69,72,65,70,True,3,7,2,5,1,nocadence
True,True,False,True,False,3,5,+,3,=,6,-,3,=,4,True,-,-,+,False,+,+,29,25,+,30,-,28,+,29,+,+,-,=,=,-2,-4,2,5,+,=,-,=,2,True,False,False,72,65,74,70,72,False,2,5,3,1,2,nocadence
False,True,True,False,False,3,6,-,3,=,3,=,3,=,2,False,+,+,-,False,+,+,30,28,+,29,+,29,+,30,-,=,+,=,-,2,5,-2,2,-,=,=,=,2,True,False,False,74,70,72,72,74,False,3,1,2,2,3,nocadence
True,False,False,False,True,2,3,=,3,-,3,=,3,=,1,False,+,+,+,True,+,-,31,29,+,30,+,30,-,29,+,=,=,-,+,1,2,2,2,=,-,=,=,-2,False,False,False,75,72,74,74,72,True,4,2,3,3,2,nocadence
False,False,True,True,False,2,3,=,2,=,3,=,3,-,1,False,-,+,+,True,-,+,30,30,-,31,-,29,+,30,+,-,-,+,=,-1,2,1,-2,=,=,=,-,2,False,False,False,74,74,75,72,74,True,3,3,4,2,3,nocadence
True,True,False,False,True,3,3,=,2,+,3,-,2,=,2,False,-,-,-,False,+,+,29,29,+,30,-,30,+,31,-,+,=,=,-,-2,-2,-1,2,=,+,-,=,1,True,False,False,72,72,74,74,75,False,2,2,3,3,4,nocadence
True,False,True,True,False,3,3,-,3,=,2,=,2,+,1,False,-,+,-,True,+,-,28,30,+,29,-,31,-,30,-,=,=,-,=,-2,2,-2,1,-,=,=,+,-1,False,False,False,70,74,72,75,74,True,1,3,2,4,3,nocadence
?,True,True,False,True,?,2,=,3,?,2,+,3,=,2,False,?,+,-,False,-,-,?,31,-,28,?,30,-,29,-,-,?,=,=,?,1,-2,-1,=,?,+,=,-2,False,True,False,?,75,70,74,72,False,?,4,1,3,2,nocadence
False,False,False,False,False,3,?,?,0,+,0,=,0,=,0,False,+,?,=,False,=,=,33,32,=,32,+,32,=,32,=,=,+,=,=,2,0,0,0,=,+,=,=,0,False,False,False,73,71,71,71,71,False,6,5,5,5,5,nocadence
True,False,False,False,False,2,0,=,3,-,0,=,0,+,0,False,+,=,+,False,=,=,34,32,=,33,+,32,=,32,+,=,=,=,+,1,0,2,0,=,-,=,+,0,False,False,False,74,71,73,71,71,False,7,5,6,5,5,nocadence
False,False,True,False,False,2,0,=,2,=,0,+,3,-,1,False,-,=,+,False,=,+,33,32,=,34,-,32,+,33,+,=,-,+,=,-1,0,1,0,=,=,+,-,2,False,False,False,73,71,74,71,73,True,6,5,7,5,6,nocadence
True,False,False,False,True,3,0,+,2,+,3,-,2,=,2,False,-,=,-,False,+,+,32,32,+,33,-,33,+,34,-,+,=,=,-,-2,0,-1,2,+,+,-,=,1,True,False,False,71,71,73,73,74,False,5,5,6,6,7,nocadence
True,False,True,True,False,3,3,-,3,=,2,=,2,+,1,False,-,+,-,True,+,-,31,33,+,32,-,34,-,33,-,=,=,-,=,-2,2,-2,1,-,=,=,+,-1,False,False,False,69,73,71,74,73,True,4,6,5,7,6,nocadence
False,True,True,False,True,3,2,=,3,=,2,+,3,=,2,False,+,+,-,False,-,-,32,34,-,31,+,33,-,32,-,-,+,=,=,2,1,-2,-1,=,=,+,=,-2,False,True,False,71,74,69,73,71,False,5,7,4,6,5,nocadence
True,False,False,True,True,3,2,+,3,=,3,=,3,=,2,False,-,-,+,False,-,-,31,33,-,32,-,32,-,31,+,=,-,=,+,-2,-1,2,-2,+,=,=,=,-2,False,True,False,69,73,71,71,69,False,4,6,5,5,4,midcadence
False,True,True,True,False,2,3,=,3,-,3,=,3,=,1,False,-,-,-,True,-,+,30,32,-,31,-,31,+,32,-,=,=,+,-,-1,-2,-2,-2,=,-,=,=,2,False,False,False,68,71,69,69,71,True,3,5,4,4,5,nocadence
True,True,False,False,True,3,3,=,2,+,3,=,3,-,1,False,-,-,-,True,+,-,29,31,+,30,-,32,-,31,-,+,=,-,=,-2,-2,-1,2,=,+,=,-,-2,False,False,False,66,69,68,71,69,True,2,4,3,5,4,nocadence
True,False,True,True,False,3,3,=,3,=,3,-,2,+,2,False,-,+,-,False,-,-,28,32,-,29,-,31,-,30,-,-,=,=,=,-2,2,-2,-2,=,=,-,+,-1,False,True,False,64,71,66,69,68,False,1,5,2,4,3,nocadence
False,True,True,False,True,3,3,-,3,=,2,+,3,=,2,False,+,-,-,False,-,-,29,31,-,28,+,30,-,29,-,=,+,=,=,2,-2,-2,-1,-,=,+,=,-2,False,True,False,66,69,64,68,66,False,2,4,1,3,2,nocadence
False,False,False,True,True,3,2,+,3,=,3,=,3,=,2,False,+,-,+,False,-,-,30,30,-,29,+,29,-,28,+,=,=,=,+,2,-1,2,-2,+,=,=,=,-2,False,True,False,68,68,66,66,64,False,3,3,2,2,1,nocadence
False,True,False,True,False,3,3,=,3,=,3,=,3,=,1,False,+,-,+,True,-,+,31,29,-,30,+,28,+,29,+,=,=,+,=,2,-2,2,-2,=,=,=,=,2,False,False,False,70,66,68,64,66,True,4,2,3,1,2,nocadence
True,True,False,False,False,2,3,=,3,-,3,=,3,=,2,False,+,-,+,False,+,+,32,28,+,31,+,29,+,30,+,+,=,=,=,1,-2,2,2,=,-,=,=,2,True,False,False,71,64,70,66,68,False,5,1,4,2,3,nocadence
False,False,True,False,False,3,3,=,2,+,3,=,3,-,2,False,+,+,+,False,+,+,33,29,+,32,+,30,+,31,+,=,=,=,=,2,2,1,2,=,+,=,-,2,True,False,False,73,66,71,68,70,False,6,2,5,3,4,nocadence
True,False,False,False,True,3,3,=,3,=,3,-,2,+,2,False,-,+,+,False,+,+,32,30,+,33,-,31,+,32,+,=,-,=,=,-2,2,2,2,=,=,-,+,1,True,False,False,71,68,73,70,71,False,5,3,6,4,5,nocadence
False,False,True,True,False,0,3,-,3,-,2,+,3,=,2,False,=,+,-,False,+,+,32,31,+,32,=,32,+,33,-,=,+,=,-,0,2,-2,1,-,-,+,=,2,True,False,False,71,70,71,71,73,False,5,4,5,5,6,nocadence
True,True,False,False,True,6,2,+,0,+,3,=,3,-,1,False,+,+,=,True,+,-,35,32,+,32,+,33,-,32,=,=,+,-,+,5,1,0,2,+,+,=,-,-2,False,False,False,76,71,71,73,71,True,1,5,5,6,5,midcadence
False,False,True,True,False,2,3,=,6,-,3,-,0,+,1,False,-,+,+,False,-,=,34,33,-,35,-,32,=,32,+,-,-,+,+,-1,2,5,-2,=,-,-,+,0,False,False,False,75,73,76,71,71,True,7,6,1,5,5,nocadence
True,True,False,False,True,3,3,-,2,+,0,+,6,-,3,True,-,-,-,False,=,+,33,32,=,34,-,32,+,35,-,+,=,+,-,-2,-2,-1,0,-,+,+,-,5,False,False,False,73,71,75,71,76,True,6,5,7,5,1,nocadence
False,False,True,True,False,3,0,+,3,=,6,-,2,+,3,True,+,=,-,True,+,-,34,32,+,33,+,35,-,34,-,+,+,-,=,2,0,-2,5,+,=,-,+,-1,False,False,False,75,71,73,76,75,True,7,5,6,1,7,nocadence
True,True,False,False,True,2,6,-,3,-,2,+,3,=,2,False,+,+,+,False,-,-,35,35,-,34,+,34,-,33,+,-,=,=,+,1,5,2,-1,-,-,+,=,-2,False,True,False,76,76,75,75,73,False,1,1,7,7,6,nocadence
False,False,True,True,False,2,2,+,2,=,3,=,3,-,1,False,-,-,+,True,-,+,34,34,-,35,-,33,+,34,+,=,-,+,=,-1,-1,1,-2,+,=,=,-,2,False,False,False,75,75,76,73,75,True,7,7,1,6,7,nocadence
True,True,False,False,True,3,3,=,2,+,3,-,2,=,2,False,-,-,-,False,+,+,33,33,+,34,-,34,+,35,-,+,=,=,-,-2,-2,-1,2,=,+,-,=,1,True,False,False,73,73,75,75,76,False,6,6,7,7,1,nocadence
True,False,True,True,False,3,3,-,3,=,2,=,2,+,1,False,-,+,-,True,+,-,32,34,+,33,-,35,-,34,-,=,=,-,=,-2,2,-2,1,-,=,=,+,-1,False,False,False,71,75,73,76,75,True,5,7,6,1,7,nocadence
False,True,True,False,True,0,2,=,3,-,2,+,3,=,2,False,=,+,-,False,-,-,32,35,-,32,=,34,-,33,-,-,+,=,=,0,1,-2,-1,=,-,+,=,-2,False,True,False,71,76,71,75,73,False,5,1,5,7,6,nocadence
True,False,False,True,True,6,2,+,0,+,3,=,3,-,2,False,+,-,=,False,-,-,35,34,-,32,+,33,-,32,=,=,+,=,+,5,-1,0,-2,+,+,=,-,-2,False,True,False,76,75,71,73,71,False,1,7,5,6,5,midcadence
False,True,True,True,False,6,3,=,6,=,3,-,0,+,1,False,-,-,+,False,-,=,32,33,-,35,-,32,=,32,+,=,-,+,+,-5,-2,5,-2,=,=,-,+,0,False,False,False,71,73,76,71,71,True,5,6,1,5,5,nocadence
False,True,False,False,True,3,3,-,6,-,0,+,6,=,3,True,+,-,-,False,=,+,33,32,=,32,+,32,+,35,-,+,+,+,-,2,-2,-5,0,-,-,+,=,5,False,False,False,73,71,71,71,76,True,6,5,5,5,1,nocadence
False,False,False,True,False,6,0,+,3,+,6,=,6,-,3,True,-,=,+,True,+,-,30,32,+,33,-,35,-,32,+,+,-,-,+,-5,0,2,5,+,+,=,-,-5,False,False,False,68,71,73,76,71,True,3,5,6,1,5,nocadence
True,True,False,False,False,2,6,=,6,-,6,-,3,+,3,True,+,+,-,True,-,+,31,35,-,30,+,32,+,33,-,-,+,+,-,1,5,-5,-5,=,-,-,+,2,False,False,False,69,76,68,71,73,True,4,1,3,5,6,nocadence
False,False,True,False,False,3,6,-,2,+,3,+,6,-,3,True,+,-,+,True,+,-,32,32,+,31,+,33,-,30,+,+,=,-,+,2,-5,1,2,-,+,+,-,-5,False,False,False,71,71,69,73,68,True,5,5,4,6,3,nocadence
True,False,False,False,True,3,3,+,3,=,6,-,2,+,3,True,-,+,+,True,-,+,31,33,-,32,-,30,+,31,+,-,-,+,=,-2,2,2,-5,+,=,-,+,1,False,False,False,69,73,71,68,69,True,4,6,5,3,4,nocadence
False,False,True,True,False,2,6,-,3,-,2,+,3,=,2,False,-,-,-,False,+,+,30,30,+,31,-,31,+,32,-,+,=,=,-,-1,-5,-2,1,-,-,+,=,2,True,False,False,68,68,69,69,71,False,3,3,4,4,5,nocadence
False,True,False,False,True,0,2,+,2,-,3,=,3,-,1,False,=,+,-,True,+,-,30,31,+,30,=,32,-,31,-,=,+,-,=,0,1,-1,2,+,-,=,-,-2,False,False,False,68,69,68,71,69,True,3,4,3,5,4,nocadence
True,False,False,True,False,3,3,=,0,+,3,-,2,-,2,False,-,+,=,False,-,-,29,32,-,30,-,31,-,30,=,-,-,=,+,-2,2,0,-2,=,+,-,-,-1,False,True,False,66,71,68,69,68,False,2,5,3,4,3,midcadence
False,True,True,False,False,3,3,-,3,=,2,-,0,+,1,False,+,-,-,False,-,=,30,31,-,29,+,30,=,30,-,=,+,+,-,2,-2,-2,-1,-,=,-,+,0,False,False,False,68,69,66,68,68,True,3,4,2,3,3,nocadence
True,False,False,False,True,2,2,-,3,-,0,+,3,=,1,False,+,-,+,False,=,-,31,30,=,30,+,30,-,29,+,+,=,-,+,1,-1,2,0,-,-,+,=,-2,False,False,False,69,68,68,68,66,True,4,3,3,3,2,nocadence
False,False,True,True,False,2,0,+,2,=,3,=,3,-,1,False,-,=,+,True,-,+,30,30,-,31,-,29,+,30,+,-,-,+,=,-1,0,1,-2,+,=,=,-,2,False,False,False,68,68,69,66,68,True,3,3,4,2,3,nocadence
True,True,False,False,True,3,3,=,2,+,3,-,2,=,2,False,-,-,-,False,+,+,29,29,+,30,-,30,+,31,-,+,=,=,-,-2,-2,-1,2,=,+,-,=,1,True,False,False,66,66,68,68,69,False,2,2,3,3,4,nocadence
False,False,True,True,False,6,3,-,3,+,2,=,2,+,1,False,-,+,-,True,+,-,26,30,+,29,-,31,-,30,-,=,=,-,=,-5,2,-2,1,-,+,=,+,-1,False,False,False,61,68,66,69,68,True,6,3,2,4,3,nocadence
False,True,False,False,True,3,2,=,6,-,2,+,3,+,2,False,+,+,-,False,-,-,27,31,-,26,+,30,-,29,-,-,+,=,=,2,1,-5,-1,=,-,+,+,-2,False,True,False,63,69,61,68,66,False,7,4,6,3,2,nocadence
True,False,False,True,False,2,2,+,3,-,3,+,6,-,4,True,+,-,+,False,-,-,28,30,-,27,+,29,-,26,+,=,=,=,+,1,-1,2,-2,+,-,+,-,-5,False,True,False,64,68,63,66,61,False,1,3,7,2,6,nocadence
?,True,True,False,False,?,3,+,2,?,6,-,3,-,3,True,?,-,+,True,-,+,?,29,-,28,?,26,+,27,+,=,?,+,=,?,-2,1,-5,+,?,-,-,2,False,False,False,?,66,64,61,63,True,?,2,1,6,7,nocadence
False,False,True,False,True,6,?,?,3,+,4,-,3,=,3,True,+,?,-,False,-,-,32,32,-,28,+,30,-,29,-,=,+,=,=,7,0,-2,-3,=,+,-,=,-2,False,True,False,69,69,62,66,64,False,5,5,1,3,2,nocadence
False,False,False,True,True,0,4,-,6,-,3,=,3,+,2,False,=,-,+,False,-,-,32,30,-,32,=,29,-,28,+,=,-,=,+,0,-3,7,-2,-,-,=,+,-2,False,True,False,69,66,69,64,62,False,5,3,5,2,1,nocadence
False,True,False,True,False,3,3,=,0,+,3,+,6,-,4,True,+,-,=,True,-,+,33,29,-,32,+,28,+,32,=,=,+,+,-,2,-2,0,-2,=,+,+,-,7,False,False,False,71,64,69,62,69,True,6,2,5,1,5,nocadence
False,True,False,False,False,0,3,+,3,-,6,-,0,+,4,True,=,-,+,False,+,=,33,28,+,33,=,32,=,32,+,+,-,-,+,0,-2,2,7,+,-,-,+,0,False,False,True,71,62,71,69,69,True,6,1,6,5,5,nocadence
True,False,False,False,False,6,6,-,0,+,0,+,3,-,1,False,-,+,=,False,=,+,29,32,=,33,-,32,+,33,=,-,-,+,-,-7,7,0,0,-,+,+,-,2,False,False,False,64,69,71,69,71,True,2,5,6,5,6,midcadence
False,False,True,False,False,0,0,+,6,-,3,-,0,+,1,False,=,=,-,False,+,=,29,32,+,29,=,33,=,33,-,+,+,-,-,0,0,-7,2,+,-,-,+,0,False,False,False,64,69,64,71,71,True,2,5,2,6,6,nocadence
True,False,False,False,True,6,3,-,0,+,0,+,6,-,4,True,+,+,=,False,=,-,32,33,=,29,+,33,-,29,=,-,+,-,+,5,2,0,0,-,+,+,-,-7,False,False,False,69,71,64,71,64,True,5,6,2,6,2,nocadence
True,False,True,True,False,3,0,+,6,-,6,-,0,+,4,True,-,=,+,False,-,=,31,33,-,32,-,29,=,29,+,-,-,+,+,-2,0,5,-7,+,-,-,+,0,False,False,False,67,71,69,64,64,True,4,6,5,2,2,nocadence
False,True,True,False,True,2,6,-,3,-,0,+,6,-,3,True,-,-,-,False,=,+,30,29,=,31,-,29,+,32,-,+,=,+,-,-1,-7,-2,0,-,-,+,-,5,False,False,False,66,64,67,64,69,True,3,2,4,2,5,nocadence
True,False,False,True,True,3,0,+,2,+,6,-,3,-,3,True,-,=,-,True,+,-,29,29,+,30,-,32,-,31,-,+,=,-,=,-2,0,-1,5,+,+,-,-,-2,False,False,False,64,64,66,69,67,True,2,2,3,5,4,nocadence
True,True,True,True,False,3,6,-,3,=,3,-,2,+,2,False,-,+,-,False,-,-,28,32,-,29,-,31,-,30,-,-,=,=,=,-2,5,-2,-2,-,=,-,+,-1,False,True,False,62,69,64,67,66,False,1,5,2,4,3,nocadence
False,True,True,False,True,6,3,-,3,+,2,+,3,=,2,False,+,-,-,False,-,-,32,31,-,28,+,30,-,29,-,=,+,=,=,7,-2,-2,-1,-,+,+,=,-2,False,True,False,69,67,62,66,64,False,5,4,1,3,2,nocadence
False,False,False,True,True,3,2,+,6,-,3,=,3,+,2,False,+,-,+,False,-,-,33,30,-,32,+,29,-,28,+,=,=,=,+,2,-1,7,-2,+,-,=,+,-2,False,True,False,71,66,69,64,62,False,6,3,5,2,1,midcadence
False,True,False,True,False,0,3,=,3,-,3,+,6,-,4,True,=,-,+,True,-,+,33,29,-,33,=,28,+,32,+,=,-,+,=,0,-2,2,-2,=,-,+,-,7,False,False,False,71,64,71,62,69,True,6,2,6,1,5,nocadence
True,True,False,False,False,3,3,+,0,+,6,-,3,-,5,True,-,-,=,False,+,+,32,28,+,33,-,32,+,33,=,+,-,=,-,-2,-2,0,7,+,+,-,-,2,True,False,True,69,62,71,69,71,False,5,1,6,5,6,nocadence
True,False,True,False,False,3,6,-,3,=,3,-,0,+,1,False,-,+,-,False,+,=,31,32,+,32,-,33,=,33,-,=,=,-,-,-2,7,-2,2,-,=,-,+,0,False,False,False,67,69,69,71,71,True,4,5,5,6,6,nocadence
False,False,True,False,True,2,3,-,3,-,0,+,3,=,1,False,-,+,-,False,=,-,30,33,=,31,-,33,-,32,-,-,=,-,=,-1,2,-2,0,-,-,+,=,-2,False,False,False,66,71,67,71,69,True,3,6,4,6,5,nocadence
True,False,False,True,True,3,0,+,2,+,3,=,3,-,2,False,-,=,-,False,-,-,29,33,-,30,-,32,-,31,-,-,=,=,=,-2,0,-1,-2,+,+,=,-,-2,False,True,False,64,71,66,69,67,False,2,6,3,5,4,nocadence
False,True,True,True,False,3,3,=,3,=,3,-,2,+,2,False,+,-,-,False,-,-,30,32,-,29,+,31,-,30,-,=,+,=,=,2,-2,-2,-2,=,=,-,+,-1,False,True,False,66,69,64,67,66,False,3,5,2,4,3,midcadence
False,True,False,False,True,3,3,-,3,=,2,+,3,=,2,False,+,-,+,False,-,-,31,31,-,30,+,30,-,29,+,=,=,=,+,2,-2,2,-1,-,=,+,=,-2,False,True,False,68,67,66,66,64,False,4,4,3,3,2,nocadence
True,False,False,True,False,2,2,+,3,-,3,=,3,=,1,False,+,-,+,True,-,+,32,30,-,31,+,29,+,30,+,=,=,+,=,1,-1,2,-2,+,-,=,=,2,False,False,False,69,66,68,64,66,True,5,3,4,2,3,nocadence
False,True,True,False,False,3,3,=,2,+,3,=,3,-,2,False,+,-,+,False,+,+,33,29,+,32,+,30,+,31,+,+,=,=,=,2,-2,1,2,=,+,=,-,2,True,False,False,71,64,69,66,68,False,6,2,5,3,4,nocadence
False,False,False,False,True,3,3,=,3,=,3,-,2,+,2,False,+,+,+,False,+,+,34,30,+,33,+,31,+,32,+,=,=,=,=,2,2,2,2,=,=,-,+,1,True,False,False,73,66,71,68,69,False,7,3,6,4,5,nocadence
True,False,False,True,False,2,3,-,3,-,2,+,3,=,2,False,+,+,+,False,+,+,35,31,+,34,+,32,+,33,+,=,=,=,=,1,2,2,1,-,-,+,=,2,True,False,False,74,68,73,69,71,False,1,4,7,5,6,nocadence
False,True,True,False,False,2,2,+,2,=,3,=,3,-,2,False,-,+,+,False,+,+,34,32,+,35,-,33,+,34,+,=,-,=,=,-1,1,1,2,+,=,=,-,2,True,False,False,73,69,74,71,73,False,7,5,1,6,7,nocadence
True,False,False,False,True,3,3,=,2,+,3,-,2,=,2,False,-,+,-,False,+,+,33,33,+,34,-,34,+,35,-,=,=,=,-,-2,2,-1,2,=,+,-,=,1,True,False,False,71,71,73,73,74,False,6,6,7,7,1,nocadence
True,False,True,True,False,3,3,-,3,=,2,=,2,+,1,False,-,+,-,True,+,-,32,34,+,33,-,35,-,34,-,=,=,-,=,-2,2,-2,1,-,=,=,+,-1,False,False,False,69,73,71,74,73,True,5,7,6,1,7,nocadence
False,True,True,False,True,0,2,=,3,-,2,+,3,=,2,False,=,+,-,False,-,-,32,35,-,32,=,34,-,33,-,-,+,=,=,0,1,-2,-1,=,-,+,=,-2,False,True,False,69,74,69,73,71,False,5,1,5,7,6,nocadence
False,False,False,True,True,0,2,+,0,=,3,=,3,-,2,False,=,-,=,False,-,-,32,34,-,32,=,33,-,32,=,=,=,=,+,0,-1,0,-2,+,=,=,-,-2,False,True,False,69,73,69,71,69,False,5,7,5,6,5,nocadence
False,True,False,True,False,0,3,=,0,=,3,-,0,=,1,False,=,-,=,False,-,=,32,33,-,32,=,32,=,32,=,=,=,+,=,0,-2,0,-2,=,=,-,=,0,False,False,False,69,71,69,69,69,True,5,6,5,5,5,midcadence
False,True,False,False,False,0,3,-,0,=,0,=,0,=,0,False,=,-,=,False,=,=,32,32,=,32,=,32,=,32,=,+,=,=,=,0,-2,0,0,-,=,=,=,0,False,False,False,69,69,69,69,69,False,5,5,5,5,5,nocadence
True,False,False,False,False,6,0,=,0,+,0,=,0,=,0,False,+,=,=,False,=,=,35,32,=,32,+,32,=,32,=,=,+,=,=,5,0,0,0,=,+,=,=,0,False,False,False,74,69,69,69,69,False,1,5,5,5,5,nocadence
True,False,True,False,False,3,0,=,6,-,0,=,0,+,0,False,-,=,+,False,=,=,34,32,=,35,-,32,=,32,+,=,-,=,+,-2,0,5,0,=,-,=,+,0,False,False,False,72,69,74,69,69,False,7,5,1,5,5,nocadence
False,False,True,False,True,2,0,=,3,-,0,+,6,-,3,True,-,=,-,False,=,+,33,32,=,34,-,32,+,35,-,=,=,+,-,-1,0,-2,0,=,-,+,-,5,False,False,False,71,69,72,69,74,True,6,5,7,5,1,nocadence
False,False,False,True,True,0,0,+,2,-,6,-,3,-,3,True,=,=,-,True,+,-,33,32,+,33,=,35,-,34,-,+,+,-,=,0,0,-1,5,+,-,-,-,-2,False,False,False,71,69,71,74,72,True,6,5,6,1,7,nocadence
False,True,False,True,False,0,6,-,0,=,3,-,2,-,2,False,=,+,=,False,-,-,33,35,-,33,=,34,-,33,=,-,=,=,+,0,5,0,-2,-,=,-,-,-1,False,True,False,71,74,71,72,71,False,6,1,6,7,6,midcadence
False,True,False,False,False,0,3,-,0,=,2,-,0,=,1,False,=,-,=,False,-,=,33,34,-,33,=,33,=,33,=,=,=,+,=,0,-2,0,-1,-,=,-,=,0,False,False,False,71,72,71,71,71,True,6,7,6,6,6,nocadence
True,False,False,False,False,6,2,-,0,+,0,=,0,=,0,False,+,-,=,False,=,=,36,33,=,33,+,33,=,33,=,+,+,=,=,5,-1,0,0,-,+,=,=,0,False,False,False,76,71,71,71,71,False,2,6,6,6,6,nocadence
True,False,True,False,False,3,0,=,6,-,0,=,0,+,0,False,-,=,+,False,=,=,35,33,=,36,-,33,=,33,+,=,-,=,+,-2,0,5,0,=,-,=,+,0,False,False,False,74,71,76,71,71,False,1,6,2,6,6,nocadence
False,False,True,False,True,2,0,=,3,-,0,+,6,-,3,True,-,=,-,False,=,+,34,33,=,35,-,33,+,36,-,=,=,+,-,-1,0,-2,0,=,-,+,-,5,False,False,False,73,71,74,71,76,True,7,6,1,6,2,nocadence
True,False,False,True,True,5,0,+,2,+,6,-,3,-,3,True,-,=,-,True,+,-,32,33,+,34,-,36,-,35,-,+,=,-,=,-4,0,-1,5,+,+,-,-,-2,False,False,False,69,71,73,76,74,True,5,6,7,2,1,nocadence
False,True,True,True,False,3,6,-,5,-,3,-,2,+,2,False,+,+,-,False,-,-,33,36,-,32,+,35,-,34,-,-,+,=,=,2,5,-4,-2,-,-,-,+,-1,False,True,False,71,76,69,74,73,False,6,2,5,1,7,midcadence
True,True,False,False,True,3,3,-,3,=,2,+,5,-,3,True,-,-,+,False,-,-,32,35,-,33,-,34,-,32,+,=,-,=,+,-2,-2,2,-1,-,=,+,-,-4,False,True,False,69,74,71,73,69,False,5,1,6,7,5,nocadence
